strategy,etf,ifa_score,sharpe,total_return_pct,cagr_pct,max_drawdown_pct,calmar,sortino,win_rate,total_trades,profit_factor,avg_trade_pct,avg_win,avg_loss,avg_bars_held,passes_gates,final_capital,data_source
SMA100_RSI_40_70,TQQQ,0.01,-0.433,-63.27,-15.96,71.16,-0.224,-0.097,0.0,5,0.0,-12.65,0.0,-12654.96,16.8,False,36725.18,databento
SMA100_RSI_40_75,TQQQ,0.01,-0.433,-63.27,-15.96,71.16,-0.224,-0.097,0.0,5,0.0,-12.65,0.0,-12654.96,16.8,False,36725.18,databento
SMA200_RSI_45_70,TLT,0.01,-0.792,-15.51,-2.88,16.36,-0.176,-0.355,0.0,5,0.0,-3.1,0.0,-3126.54,25.4,False,84367.32,databento
SMA200_RSI_45_75,TLT,0.01,-0.792,-15.51,-2.88,16.36,-0.176,-0.355,0.0,5,0.0,-3.1,0.0,-3126.54,25.4,False,84367.32,databento
TripleEMA_20_50_100,SHY,0.01,-0.802,-3.95,-0.72,4.06,-0.178,-0.211,0.0,5,0.0,-0.79,0.0,-790.29,15.6,False,96048.56,databento
SMA_50_200,SHY,0.0088,-0.395,-2.57,-0.45,3.24,-0.139,-0.287,25.0,4,0.05,-0.64,136.37,-949.65,117.2,False,97287.43,databento
SMA50_RSI_45_65,SHY,0.0086,-0.26,-1.48,-0.26,2.54,-0.102,-0.159,25.0,4,0.04,-0.37,57.71,-514.21,97.0,False,98515.07,databento
SMA100_RSI_40_70,TLT,0.0086,-0.342,-7.71,-1.38,14.23,-0.097,-0.166,25.0,4,0.04,-1.93,290.46,-2711.15,40.0,False,92157.01,databento
SMA100_RSI_40_75,TLT,0.0086,-0.342,-7.71,-1.38,14.23,-0.097,-0.166,25.0,4,0.04,-1.93,290.46,-2711.15,40.0,False,92157.01,databento
SMA50_RSI_45_70,SHY,0.008,-0.169,-1.06,-0.18,2.37,-0.078,-0.109,0.0,4,0.0,-0.26,0.0,-299.31,115.8,False,98802.77,databento
SMA200_RSI_45_75,SHY,0.008,-0.323,-2.68,-0.47,4.44,-0.106,-0.323,33.3,3,0.13,-0.89,421.36,-1619.44,328.0,False,97182.48,databento
TripleEMA_10_30_80,SHY,0.008,-0.535,-2.52,-0.46,2.8,-0.163,-0.139,0.0,4,0.0,-0.63,0.0,-629.06,20.5,False,97483.76,databento
EMA_12_26_ADX20,TLT,0.008,-0.668,-40.19,-8.42,48.79,-0.173,-0.863,0.0,4,0.0,-10.05,0.0,-10047.95,229.5,False,59808.2,databento
SMA200_RSI_35_70,SHY,0.006,-0.078,-0.26,-0.05,1.26,-0.036,-0.027,0.0,3,0.0,-0.09,0.0,-134.55,53.7,False,99596.36,databento
SMA200_RSI_35_65,SHY,0.006,-0.23,-0.66,-0.12,1.26,-0.091,-0.073,0.0,3,0.0,-0.22,0.0,-268.33,46.0,False,99195.0,databento
TripleEMA_15_40_90,SHY,0.006,-0.479,-2.15,-0.39,2.25,-0.173,-0.13,0.0,3,0.0,-0.72,0.0,-715.57,29.3,False,97853.28,databento
SMA200_RSI_40_65,TLT,0.006,-0.77,-8.52,-1.53,9.03,-0.17,-0.205,0.0,3,0.0,-2.84,0.0,-2882.11,20.0,False,91353.66,databento
SMA200_RSI_40_70,TLT,0.006,-0.77,-8.52,-1.53,9.03,-0.17,-0.205,0.0,3,0.0,-2.84,0.0,-2882.11,20.0,False,91353.66,databento
SMA200_RSI_40_75,TLT,0.006,-0.77,-8.52,-1.53,9.03,-0.17,-0.205,0.0,3,0.0,-2.84,0.0,-2882.11,20.0,False,91353.66,databento
SMA100_RSI_35_65,TQQQ,0.004,-0.17,-8.95,-1.61,15.68,-0.103,-0.031,0.0,2,0.0,-4.47,0.0,-4473.59,14.0,False,91052.83,databento
SMA100_RSI_35_70,TQQQ,0.004,-0.17,-8.95,-1.61,15.68,-0.103,-0.031,0.0,2,0.0,-4.47,0.0,-4473.59,14.0,False,91052.83,databento
SMA100_RSI_35_75,TQQQ,0.004,-0.17,-8.95,-1.61,15.68,-0.103,-0.031,0.0,2,0.0,-4.47,0.0,-4473.59,14.0,False,91052.83,databento
RSI_MeanRev_20_80,SPY,0.004,-0.356,-13.22,-2.38,16.82,-0.141,-0.07,0.0,2,0.0,-6.61,0.0,-6611.85,7.0,False,86776.31,databento
RSI_MeanRev_20_80,SHY,0.004,-0.401,-0.73,-0.12,0.74,-0.169,-0.017,0.0,2,0.0,-0.36,0.0,-365.47,1.5,False,99269.05,databento
SMA50_RSI_45_75,SHY,0.004,-0.417,-4.83,-0.86,6.8,-0.126,-0.522,0.0,2,0.0,-2.42,0.0,-2483.99,689.5,False,95032.01,databento
EMA_20_50_ADX25,TQQQ,0.002,-0.127,-62.36,-15.4,87.25,-0.177,-0.094,0.0,1,0.0,-62.36,0.0,-62356.14,626.0,False,37643.86,databento
EMA_20_50_ADX25,TLT,0.002,-0.251,-16.32,-3.0,23.06,-0.13,-0.283,0.0,1,0.0,-16.32,0.0,-16433.23,769.0,False,83566.77,databento
EMA_20_50_ADX20,TLT,0.002,-0.302,-18.41,-3.42,23.06,-0.148,-0.327,0.0,1,0.0,-18.41,0.0,-18410.43,686.0,False,81589.57,databento
SMA100_RSI_35_65,TLT,0.002,-0.549,-3.72,-0.66,3.72,-0.176,-0.07,0.0,1,0.0,-3.72,0.0,-3721.85,11.0,False,96278.15,databento
SMA100_RSI_35_70,TLT,0.002,-0.549,-3.72,-0.66,3.72,-0.176,-0.07,0.0,1,0.0,-3.72,0.0,-3721.85,11.0,False,96278.15,databento
SMA100_RSI_35_75,TLT,0.002,-0.549,-3.72,-0.66,3.72,-0.176,-0.07,0.0,1,0.0,-3.72,0.0,-3721.85,11.0,False,96278.15,databento
SMA200_RSI_35_65,TLT,0.002,-0.595,-4.06,-0.72,4.06,-0.177,-0.08,0.0,1,0.0,-4.06,0.0,-4058.63,13.0,False,95941.37,databento
SMA200_RSI_35_70,TLT,0.002,-0.595,-4.06,-0.72,4.06,-0.177,-0.08,0.0,1,0.0,-4.06,0.0,-4058.63,13.0,False,95941.37,databento
SMA200_RSI_35_75,TLT,0.002,-0.595,-4.06,-0.72,4.06,-0.177,-0.08,0.0,1,0.0,-4.06,0.0,-4058.63,13.0,False,95941.37,databento
RSI_MeanRev_20_80,QQQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
RSI_MeanRev_20_80,SOXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
TripleSuperTrend,SPY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
TripleSuperTrend,QQQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
TripleSuperTrend,TQQQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
TripleSuperTrend,SOXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
TripleSuperTrend,TLT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
TripleSuperTrend,GLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
TripleSuperTrend,UPRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
TripleSuperTrend,SHY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_35_65,SPY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_35_65,QQQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_35_65,TQQQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_35_65,SOXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_35_65,TLT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_35_65,GLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_35_65,UPRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_35_65,SHY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_35_70,SPY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_35_70,QQQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_35_70,TQQQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_35_70,SOXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_35_70,TLT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_35_70,GLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_35_70,UPRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_35_70,SHY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_35_75,SPY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_35_75,QQQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_35_75,TQQQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_35_75,SOXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_35_75,TLT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_35_75,GLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_35_75,UPRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_35_75,SHY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_40_65,SPY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_40_65,QQQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_40_65,TQQQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_40_65,SOXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_40_65,TLT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_40_65,GLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_40_65,UPRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_40_65,SHY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_40_70,SPY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_40_70,QQQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_40_70,TQQQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_40_70,SOXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_40_70,TLT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_40_70,GLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_40_70,UPRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_40_70,SHY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_40_75,SPY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_40_75,QQQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_40_75,TQQQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_40_75,SOXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_40_75,TLT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_40_75,GLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_40_75,UPRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA50_RSI_40_75,SHY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA100_RSI_35_65,SOXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA100_RSI_35_70,SOXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
SMA100_RSI_35_75,SOXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
ORB_3bars,SPY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
ORB_3bars,QQQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
ORB_3bars,TQQQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
ORB_3bars,SOXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
ORB_3bars,TLT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
ORB_3bars,GLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
ORB_3bars,UPRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
ORB_3bars,SHY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
ORB_5bars,SPY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
ORB_5bars,QQQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
ORB_5bars,TQQQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
ORB_5bars,SOXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
ORB_5bars,TLT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
ORB_5bars,GLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
ORB_5bars,UPRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
ORB_5bars,SHY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
ORB_10bars,SPY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
ORB_10bars,QQQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
ORB_10bars,TQQQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
ORB_10bars,SOXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
ORB_10bars,TLT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
ORB_10bars,GLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
ORB_10bars,UPRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
ORB_10bars,SHY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,100000.0,databento
