strategy,etf,ifa_score,sharpe,total_return_pct,cagr_pct,max_drawdown_pct,calmar,sortino,win_rate,total_trades,profit_factor,avg_trade_pct,avg_win,avg_loss,avg_bars_held,passes_gates,final_capital,data_source
SuperTrend_RSI_7_2.0_r10,TQQQ,0.1106,-1.242,-88.12,-30.47,90.53,-0.337,-2.347,27.3,469,0.71,-0.19,1726.28,-906.4,1.5,False,11881.67,databento
SuperTrend_RSI_10_3.0_r10,TQQQ,0.1106,-1.242,-88.12,-30.47,90.53,-0.337,-2.347,27.3,469,0.71,-0.19,1726.28,-906.4,1.5,False,11881.67,databento
SuperTrend_RSI_14_4.0_r10,TQQQ,0.1106,-1.242,-88.12,-30.47,90.53,-0.337,-2.347,27.3,469,0.71,-0.19,1726.28,-906.4,1.5,False,11881.67,databento
IBS_20pct_1d,TLT,0.1106,-1.505,-47.63,-10.28,50.17,-0.205,-1.383,41.0,249,0.54,-0.19,542.66,-700.57,1.3,False,52367.68,databento
SuperTrend_RSI_7_2.0_r14,SPY,0.1105,-0.781,-49.61,-11.04,55.83,-0.198,-1.184,35.9,156,0.7,-0.32,2073.48,-1658.0,7.7,False,50315.29,databento
SuperTrend_RSI_10_3.0_r14,SPY,0.1105,-0.781,-49.61,-11.04,55.83,-0.198,-1.184,35.9,156,0.7,-0.32,2073.48,-1658.0,7.7,False,50315.29,databento
SuperTrend_RSI_14_4.0_r14,SPY,0.1105,-0.781,-49.61,-11.04,55.83,-0.198,-1.184,35.9,156,0.7,-0.32,2073.48,-1658.0,7.7,False,50315.29,databento
SuperTrend_RSI_7_2.0_r10,UPRO,0.1105,-1.209,-84.94,-27.61,86.95,-0.318,-2.163,27.1,399,0.7,-0.21,1863.26,-983.5,2.1,False,15034.94,databento
SuperTrend_RSI_10_3.0_r10,UPRO,0.1105,-1.209,-84.94,-27.61,86.95,-0.318,-2.163,27.1,399,0.7,-0.21,1863.26,-983.5,2.1,False,15034.94,databento
SuperTrend_RSI_14_4.0_r10,UPRO,0.1105,-1.209,-84.94,-27.61,86.95,-0.318,-2.163,27.1,399,0.7,-0.21,1863.26,-983.5,2.1,False,15034.94,databento
SMA100_RSI_45_70,SHY,0.1104,0.073,0.5,0.09,2.27,0.038,0.066,66.7,6,1.44,0.08,294.27,-408.75,115.0,False,100359.58,databento
Insider_ZScore_2.0,GLD,0.1104,-0.454,-13.43,-2.47,16.84,-0.147,-0.196,36.9,65,0.69,-0.21,1227.09,-1045.81,1.6,False,86571.8,databento
Insider_ZScore_1.5,SPY,0.1104,-0.497,-17.12,-3.21,21.01,-0.153,-0.315,35.1,97,0.69,-0.18,1097.97,-864.36,1.5,False,82876.52,databento
VWAP_EMA_120,QQQ,0.1104,-1.129,-56.95,-13.7,58.91,-0.232,-1.451,30.7,394,0.69,-0.14,1068.4,-682.15,1.9,False,43050.03,databento
VWAP_EMA_30,TQQQ,0.1104,-1.233,-75.68,-21.89,75.78,-0.289,-2.371,21.1,469,0.69,-0.16,1727.88,-666.96,1.2,False,24284.49,databento
SuperTrend_RSI_7_2.0_r14,TQQQ,0.1104,-1.301,-89.46,-31.88,91.87,-0.347,-2.602,26.8,482,0.69,-0.19,1574.88,-828.96,1.5,False,10537.39,databento
SuperTrend_RSI_10_3.0_r14,TQQQ,0.1104,-1.301,-89.46,-31.88,91.87,-0.347,-2.602,26.8,482,0.69,-0.19,1574.88,-828.96,1.5,False,10537.39,databento
SuperTrend_RSI_14_4.0_r14,TQQQ,0.1104,-1.301,-89.46,-31.88,91.87,-0.347,-2.602,26.8,482,0.69,-0.19,1574.88,-828.96,1.5,False,10537.39,databento
SuperTrend_RSI_7_2.0_r10,SOXL,0.1104,-1.337,-92.16,-35.23,93.73,-0.376,-4.425,26.8,553,0.69,-0.17,1407.12,-741.78,1.1,False,7830.7,databento
SuperTrend_RSI_10_3.0_r10,SOXL,0.1104,-1.337,-92.16,-35.23,93.73,-0.376,-4.425,26.8,553,0.69,-0.17,1407.12,-741.78,1.1,False,7830.7,databento
SuperTrend_RSI_14_4.0_r10,SOXL,0.1104,-1.337,-92.16,-35.23,93.73,-0.376,-4.425,26.8,553,0.69,-0.17,1407.12,-741.78,1.1,False,7830.7,databento
EMA_PCR_120,UPRO,0.1102,-1.839,-83.79,-28.24,84.52,-0.334,-4.682,24.6,582,0.68,-0.14,1272.58,-605.51,1.4,False,16161.66,databento
EMA_PCR_60,UPRO,0.11,-1.988,-85.88,-30.02,87.01,-0.345,-4.955,23.9,581,0.67,-0.15,1258.68,-590.22,1.4,False,14078.48,databento
EMA_PCR_200,TQQQ,0.11,-2.255,-90.05,-34.35,91.18,-0.377,-8.851,23.6,652,0.67,-0.14,1205.64,-553.68,1.1,False,9934.9,databento
EMA_PCR_120,TQQQ,0.11,-2.33,-90.65,-35.09,91.71,-0.383,-8.986,23.3,651,0.67,-0.14,1198.2,-546.68,1.1,False,9332.36,databento
Insider_ZScore_1.5,UPRO,0.1099,-0.654,-32.8,-6.67,34.23,-0.195,-0.414,34.7,95,0.66,-0.35,1959.91,-1572.2,1.1,False,67200.67,databento
VWAP_EMA_120,TQQQ,0.1099,-1.378,-78.74,-23.71,78.91,-0.3,-2.646,20.4,471,0.66,-0.17,1570.59,-612.13,1.2,False,21229.49,databento
Insider_ZScore_1.5,SOXL,0.1098,-0.745,-41.68,-8.93,41.68,-0.214,-1.034,26.3,95,0.65,-0.44,3113.92,-1707.56,1.0,False,58319.05,databento
VWAP_EMA_120,GLD,0.1096,-1.119,-50.13,-11.45,57.83,-0.198,-1.411,30.0,390,0.64,-0.13,758.01,-508.47,1.9,False,49874.42,databento
VWAP_EMA_60,QQQ,0.1096,-1.391,-63.3,-16.07,63.49,-0.253,-1.779,30.1,392,0.64,-0.16,933.42,-633.01,1.9,False,36699.24,databento
VWAP_EMA_30,QQQ,0.1096,-1.486,-65.41,-16.93,66.21,-0.256,-1.958,29.9,401,0.64,-0.16,979.24,-650.95,1.8,False,34592.64,databento
EMA_PCR_200,UPRO,0.1096,-2.193,-88.16,-32.23,88.75,-0.363,-5.516,23.2,583,0.64,-0.15,1183.31,-553.43,1.4,False,11808.6,databento
IBS_5pct_1d,TLT,0.1094,-0.752,-13.43,-2.39,14.5,-0.165,-0.297,40.6,64,0.53,-0.21,571.27,-744.19,1.0,False,86573.85,databento
EMA_PCR_60,TQQQ,0.1094,-2.486,-91.87,-36.72,92.79,-0.396,-9.387,22.8,650,0.63,-0.14,1074.16,-499.71,1.1,False,8120.29,databento
EMA_PCR_120,SOXL,0.1094,-2.614,-93.19,-38.73,93.53,-0.414,-27.683,22.5,688,0.63,-0.14,1003.84,-466.79,1.0,False,6794.48,databento
EMA_PCR_60,SOXL,0.1094,-2.656,-93.43,-39.14,93.74,-0.418,-28.099,22.4,688,0.63,-0.14,1027.19,-471.24,1.0,False,6546.56,databento
Insider_ZScore_2.0,TQQQ,0.1092,-0.637,-28.73,-5.71,29.85,-0.191,-0.469,27.6,58,0.61,-0.5,2800.63,-1750.98,1.1,False,71268.9,databento
VWAP_EMA_60,GLD,0.1092,-1.299,-54.78,-12.95,61.75,-0.21,-1.655,28.9,391,0.61,-0.14,762.41,-506.94,1.9,False,45223.26,databento
IBS_5pct_1d,SPY,0.1088,-0.598,-14.73,-2.64,16.1,-0.164,-0.245,37.5,64,0.59,-0.23,879.65,-896.11,1.0,False,85267.17,databento
SuperTrend_RSI_7_2.0_r14,GLD,0.1088,-1.298,-65.29,-16.52,67.16,-0.246,-1.927,32.0,153,0.59,-0.43,1882.45,-1515.11,7.9,False,34669.13,databento
SuperTrend_RSI_10_3.0_r14,GLD,0.1088,-1.298,-65.29,-16.52,67.16,-0.246,-1.927,32.0,153,0.59,-0.43,1882.45,-1515.11,7.9,False,34669.13,databento
SuperTrend_RSI_14_4.0_r14,GLD,0.1088,-1.298,-65.29,-16.52,67.16,-0.246,-1.927,32.0,153,0.59,-0.43,1882.45,-1515.11,7.9,False,34669.13,databento
VWAP_EMA_60,TQQQ,0.1088,-1.723,-84.74,-28.0,84.8,-0.33,-3.267,19.3,477,0.59,-0.18,1328.15,-537.53,1.2,False,15242.4,databento
EMA_PCR_200,SOXL,0.1088,-2.743,-93.92,-39.98,94.24,-0.424,-28.987,22.1,688,0.59,-0.14,907.43,-432.58,1.0,False,6067.51,databento
VWAP_EMA_30,GLD,0.1087,-1.512,-60.17,-14.86,66.57,-0.223,-1.971,28.6,392,0.58,-0.15,747.57,-513.91,1.9,False,39834.56,databento
SMA_20_50,UPRO,0.1086,0.334,26.61,4.18,81.11,0.052,0.287,46.7,15,1.11,1.77,37283.47,-29319.6,66.3,False,126427.46,databento
RSI_Bounce_35_60_ATR1.5,SOXL,0.1086,0.315,-6.89,-1.2,69.36,-0.017,0.276,45.8,24,0.97,-0.29,17962.0,-15728.88,17.1,False,93106.48,databento
VWAP_EMA_120,SPY,0.1084,-1.896,-66.46,-17.38,67.13,-0.259,-2.384,27.9,390,0.56,-0.17,766.27,-533.75,2.0,False,33540.51,databento
SuperTrend_RSI_7_2.0_r10,GLD,0.1083,-1.428,-67.58,-17.48,68.88,-0.254,-2.086,36.7,166,0.55,-0.41,1334.5,-1419.28,6.9,False,32379.94,databento
SuperTrend_RSI_10_3.0_r10,GLD,0.1083,-1.428,-67.58,-17.48,68.88,-0.254,-2.086,36.7,166,0.55,-0.41,1334.5,-1419.28,6.9,False,32379.94,databento
SuperTrend_RSI_14_4.0_r10,GLD,0.1083,-1.428,-67.58,-17.48,68.88,-0.254,-2.086,36.7,166,0.55,-0.41,1334.5,-1419.28,6.9,False,32379.94,databento
SMA_10_30,SOXL,0.1082,0.423,-63.04,-15.86,97.3,-0.163,0.367,35.7,28,0.66,-2.25,12002.73,-10173.06,29.9,False,36912.22,databento
SMA50_RSI_45_65,GLD,0.1082,0.292,6.74,1.14,6.31,0.181,0.17,50.0,4,2.11,1.68,6396.86,-3026.1,37.0,False,106741.53,databento
SMA200_RSI_35_70,TQQQ,0.1081,0.328,24.72,3.91,28.12,0.139,0.125,50.0,4,1.68,6.18,30564.39,-18203.12,29.5,False,124722.55,databento
RSI_Bounce_35_65_ATR2.0,SOXL,0.108,0.331,-20.13,-3.74,81.28,-0.046,0.314,47.6,21,0.93,-0.96,26450.42,-25876.08,27.0,False,79867.26,databento
VWAP_EMA_30,SPY,0.108,-2.11,-68.81,-18.42,68.94,-0.267,-2.64,28.2,393,0.53,-0.18,695.6,-517.79,1.9,False,31194.85,databento
VWAP_EMA_60,SPY,0.1078,-2.162,-69.71,-18.84,69.99,-0.269,-2.687,27.8,388,0.52,-0.18,685.51,-513.38,1.9,False,30289.63,databento
Insider_ZScore_2.0,QQQ,0.1076,-0.816,-25.52,-4.99,25.52,-0.195,-0.399,36.5,63,0.51,-0.41,1171.19,-1311.49,1.5,False,74477.96,databento
IBS_10pct_1d,GLD,0.1075,-0.836,-16.14,-2.91,19.72,-0.148,-0.422,37.3,83,0.5,-0.19,534.57,-633.7,1.0,False,83619.61,databento
Insider_ZScore_1.5,TLT,0.1072,-0.984,-26.28,-5.15,26.82,-0.192,-0.567,38.8,103,0.48,-0.26,601.05,-798.79,1.3,False,73718.01,databento
VWAP_EMA_30,TLT,0.1072,-2.058,-68.51,-18.28,68.56,-0.267,-2.584,30.0,370,0.48,-0.19,566.77,-507.59,1.9,False,31446.79,databento
MACD_12_26_9,TLT,0.107,-0.711,-37.1,-7.63,41.1,-0.186,-0.821,27.1,59,0.47,-0.63,2093.83,-1643.99,12.3,False,62809.58,databento
VWAP_EMA_60,TLT,0.107,-2.219,-70.44,-19.19,70.49,-0.272,-2.793,29.7,370,0.47,-0.19,559.92,-507.99,1.9,False,29513.69,databento
Insider_ZScore_2.0,UPRO,0.1069,-1.055,-37.09,-7.73,40.41,-0.191,-0.509,29.5,61,0.46,-0.61,1788.74,-1611.37,1.1,False,62908.24,databento
VWAP_EMA_120,TLT,0.1069,-2.254,-70.75,-19.33,70.79,-0.273,-2.774,29.3,369,0.46,-0.19,554.59,-500.71,1.8,False,29211.4,databento
RSI_Bounce_35_55_ATR1.5,QQQ,0.1068,0.169,8.4,1.38,18.4,0.075,0.111,44.4,27,1.14,0.31,5709.73,-4007.97,7.1,False,108397.19,databento
RSI_Bounce_35_60_ATR1.5,QQQ,0.1068,0.169,8.4,1.38,18.4,0.075,0.111,44.4,27,1.14,0.31,5709.73,-4007.97,7.1,False,108397.19,databento
RSI_Bounce_35_65_ATR1.5,QQQ,0.1068,0.169,8.4,1.38,18.4,0.075,0.111,44.4,27,1.14,0.31,5709.73,-4007.97,7.1,False,108397.19,databento
RSI_Bounce_35_70_ATR1.5,QQQ,0.1068,0.169,8.4,1.38,18.4,0.075,0.111,44.4,27,1.14,0.31,5709.73,-4007.97,7.1,False,108397.19,databento
IBS_5pct_1d,QQQ,0.1066,-1.022,-25.91,-4.91,31.44,-0.156,-0.4,33.3,63,0.44,-0.41,987.64,-1110.71,1.1,False,74090.5,databento
MACD_8_21_5,TLT,0.1064,-0.842,-42.01,-8.91,45.13,-0.197,-0.969,27.3,88,0.43,-0.48,1304.7,-1146.89,8.3,False,57912.12,databento
RSI_Bounce_30_60_ATR1.5,GLD,0.1053,0.211,3.27,0.55,6.35,0.086,0.066,55.6,9,1.36,0.36,2456.46,-2252.44,8.6,False,103272.54,databento
RSI_Bounce_30_65_ATR1.5,GLD,0.1053,0.211,3.27,0.55,6.35,0.086,0.066,55.6,9,1.36,0.36,2456.46,-2252.44,8.6,False,103272.54,databento
RSI_Bounce_30_70_ATR1.5,GLD,0.1053,0.211,3.27,0.55,6.35,0.086,0.066,55.6,9,1.36,0.36,2456.46,-2252.44,8.6,False,103272.54,databento
Insider_ZScore_2.0,TLT,0.1052,-0.977,-21.05,-4.02,22.85,-0.176,-0.408,38.2,55,0.35,-0.38,541.17,-953.36,1.5,False,78950.21,databento
SMA200_RSI_35_65,SOXL,0.1046,0.399,34.17,5.23,24.86,0.211,0.065,33.3,3,2.28,11.39,60957.03,-13394.17,9.7,False,134168.69,databento
RSI_Bounce_35_65_ATR2.5,QQQ,0.1028,0.196,11.65,1.89,28.19,0.067,0.144,45.5,22,1.15,0.53,8964.17,-6499.29,14.4,False,111650.23,databento
RSI_Bounce_35_70_ATR2.5,QQQ,0.1028,0.196,11.65,1.89,28.19,0.067,0.144,45.5,22,1.15,0.53,8964.17,-6499.29,14.4,False,111650.23,databento
RSI_BB_MeanRev_40_60,SHY,0.1023,-1.932,-15.28,-2.79,15.39,-0.181,-1.422,25.4,63,0.15,-0.24,163.62,-380.87,8.3,False,84717.09,databento
SMA200_RSI_40_75,SOXL,0.1021,0.388,51.41,7.46,53.18,0.14,0.166,33.3,6,1.8,8.57,57435.62,-15920.4,26.2,False,151189.64,databento
RSI_Bounce_35_60_ATR2.5,TQQQ,0.102,0.173,-28.4,-5.5,70.37,-0.078,0.144,52.4,21,0.78,-1.35,9060.97,-12817.43,23.9,False,71496.35,databento
EMA_12_26_ADX15,SOXL,0.1019,0.589,-21.39,-4.04,94.22,-0.043,0.524,40.0,15,0.87,-1.43,24235.34,-18545.68,61.8,False,78500.92,databento
IBS_5pct_1d,GLD,0.1016,-0.293,-4.53,-0.77,8.07,-0.096,-0.142,41.9,43,0.72,-0.11,635.3,-638.64,1.0,False,95469.35,databento
EMA_9_21_ADX20,SOXL,0.1013,0.447,34.52,5.21,84.75,0.061,0.564,42.9,7,1.39,4.93,41137.24,-22272.01,145.4,False,134323.68,databento
RSI_Bounce_35_60_ATR1.5,TQQQ,0.1013,0.138,-28.93,-5.62,70.74,-0.08,0.103,45.2,31,0.83,-0.93,10195.86,-10104.62,11.9,False,70963.59,databento
IBS_5pct_5d,SHY,0.1012,-4.093,-29.7,-5.74,30.36,-0.189,-5.028,9.0,155,0.08,-0.19,179.39,-228.46,3.6,False,70298.67,databento
IBS_10pct_5d,SHY,0.101,-4.33,-33.65,-6.65,33.94,-0.196,-5.748,8.8,181,0.07,-0.19,162.87,-219.72,3.7,False,66352.15,databento
IBS_15pct_5d,SHY,0.101,-4.516,-36.41,-7.31,36.69,-0.199,-6.304,7.1,197,0.07,-0.18,194.15,-213.82,3.8,False,63589.28,databento
IBS_20pct_5d,SHY,0.101,-4.7,-38.78,-7.9,39.05,-0.202,-6.736,6.7,209,0.07,-0.19,193.36,-212.77,3.9,False,61217.67,databento
IBS_10pct_3d,SHY,0.1009,-4.945,-36.6,-7.36,36.65,-0.201,-6.544,8.6,198,0.06,-0.18,133.8,-214.76,3.0,False,63403.63,databento
IBS_15pct_3d,SHY,0.1009,-5.148,-39.47,-8.08,39.62,-0.204,-7.135,6.5,216,0.06,-0.18,172.51,-207.36,3.2,False,60528.68,databento
SuperTrend_RSI_7_2.0_r14,SHY,0.1008,-1.701,-19.69,-3.67,19.69,-0.186,-1.806,11.2,80,0.05,-0.25,124.42,-294.67,14.8,False,80198.53,databento
SuperTrend_RSI_10_3.0_r14,SHY,0.1008,-1.701,-19.69,-3.67,19.69,-0.186,-1.806,11.2,80,0.05,-0.25,124.42,-294.67,14.8,False,80198.53,databento
SuperTrend_RSI_14_4.0_r14,SHY,0.1008,-1.701,-19.69,-3.67,19.69,-0.186,-1.806,11.2,80,0.05,-0.25,124.42,-294.67,14.8,False,80198.53,databento
SuperTrend_RSI_7_2.0_r10,SHY,0.1008,-2.032,-23.03,-4.37,23.03,-0.19,-2.141,10.3,97,0.05,-0.24,126.19,-280.43,11.6,False,76864.76,databento
SuperTrend_RSI_10_3.0_r10,SHY,0.1008,-2.032,-23.03,-4.37,23.03,-0.19,-2.141,10.3,97,0.05,-0.24,126.19,-280.43,11.6,False,76864.76,databento
SuperTrend_RSI_14_4.0_r10,SHY,0.1008,-2.032,-23.03,-4.37,23.03,-0.19,-2.141,10.3,97,0.05,-0.24,126.19,-280.43,11.6,False,76864.76,databento
MACD_12_26_9,SHY,0.1008,-3.184,-25.82,-4.98,25.9,-0.192,-3.315,5.1,78,0.05,-0.33,366.95,-368.71,9.1,False,74182.98,databento
IBS_5pct_3d,SHY,0.1008,-4.891,-33.16,-6.53,33.16,-0.197,-5.821,7.7,168,0.05,-0.2,132.43,-225.01,2.9,False,66844.58,databento
IBS_20pct_3d,SHY,0.1008,-5.232,-41.54,-8.61,41.68,-0.207,-7.464,6.2,225,0.05,-0.18,171.12,-208.21,3.4,False,58463.09,databento
RSI_Bounce_25_65_ATR1.5,TQQQ,0.1006,0.222,10.42,1.69,61.92,0.027,0.116,57.1,7,1.1,1.49,28367.36,-34402.24,20.1,False,110262.7,databento
RSI_Bounce_25_70_ATR1.5,TQQQ,0.1006,0.222,10.42,1.69,61.92,0.027,0.116,57.1,7,1.1,1.49,28367.36,-34402.24,20.1,False,110262.7,databento
IBS_5pct_2d,SHY,0.1006,-5.529,-35.64,-7.13,35.64,-0.2,-6.649,6.5,184,0.04,-0.19,107.89,-214.74,2.2,False,64358.71,databento
IBS_10pct_2d,SHY,0.1006,-5.738,-40.08,-8.23,40.08,-0.205,-7.632,6.0,217,0.04,-0.18,120.78,-204.17,2.3,False,59919.69,databento
IBS_15pct_2d,SHY,0.1006,-5.96,-43.44,-9.12,43.44,-0.21,-8.333,5.4,240,0.04,-0.18,128.13,-198.71,2.5,False,56558.15,databento
IBS_20pct_2d,SHY,0.1006,-6.056,-45.83,-9.77,45.83,-0.213,-8.767,4.7,254,0.04,-0.18,147.15,-196.67,2.7,False,54170.51,databento
RSI_Bounce_25_55_ATR2.5,SPY,0.1003,0.23,11.54,1.87,15.51,0.12,0.085,50.0,4,2.17,2.88,10706.13,-4935.23,15.5,False,111541.81,databento
MACD_8_21_5,SHY,0.1003,-4.167,-33.12,-6.66,33.12,-0.201,-4.51,4.6,109,0.02,-0.3,154.86,-327.76,6.6,False,66687.65,databento
IBS_5pct_1d,SHY,0.1003,-7.282,-40.41,-8.32,40.41,-0.206,-8.861,3.3,212,0.02,-0.19,112.09,-200.97,1.2,False,59586.1,databento
IBS_10pct_1d,SHY,0.1003,-7.867,-47.04,-10.12,47.04,-0.215,-10.422,4.6,260,0.02,-0.18,79.19,-193.53,1.3,False,52955.56,databento
IBS_15pct_1d,SHY,0.1003,-8.518,-52.12,-11.62,52.12,-0.223,-11.782,4.6,302,0.02,-0.17,79.42,-184.84,1.3,False,47878.5,databento
IBS_20pct_1d,SHY,0.1003,-9.119,-56.62,-13.07,56.62,-0.231,-13.287,3.6,333,0.02,-0.17,78.06,-179.29,1.4,False,43383.44,databento
Insider_ZScore_2.0,SHY,0.1002,-3.576,-16.58,-3.1,16.58,-0.187,-1.936,3.3,60,0.01,-0.28,51.25,-287.56,1.4,False,83424.09,databento
VWAP_EMA_30,SHY,0.1002,-9.336,-67.08,-17.65,67.08,-0.263,-11.283,3.2,344,0.01,-0.2,71.39,-203.81,2.3,False,32917.76,databento
VWAP_EMA_60,SHY,0.1002,-9.535,-66.28,-17.3,66.28,-0.261,-11.738,3.6,334,0.01,-0.2,71.63,-208.51,2.3,False,33718.51,databento
VWAP_EMA_120,SHY,0.1002,-10.001,-67.05,-17.63,67.05,-0.263,-12.236,3.2,341,0.01,-0.2,78.92,-206.09,2.2,False,32857.31,databento
Insider_ZScore_1.5,SHY,0.1,-4.925,-27.0,-5.32,27.0,-0.197,-3.736,1.9,107,0.0,-0.25,48.52,-258.1,1.4,False,72996.31,databento
SMA100_RSI_40_65,GLD,0.0996,0.156,3.95,0.68,11.74,0.057,0.075,57.1,7,1.47,0.56,3089.27,-2801.07,31.4,False,103953.87,databento
RSI_Bounce_35_65_ATR2.0,TQQQ,0.0991,0.131,-35.46,-7.15,78.99,-0.091,0.109,48.1,27,0.78,-1.31,9944.3,-11773.57,17.3,False,64446.0,databento
Bollinger_20_1.5,SOXL,0.099,0.409,-63.71,-15.83,96.83,-0.164,0.358,37.5,24,0.67,-2.65,14527.21,-12967.05,34.8,False,36239.17,databento
Bollinger_20_1.5,UPRO,0.0989,0.195,-6.05,-1.05,69.31,-0.015,0.157,44.4,27,0.96,-0.22,12029.09,-10035.2,33.1,False,93821.01,databento
SMA50_RSI_45_65,SPY,0.098,0.342,10.22,1.7,13.6,0.125,0.188,41.7,12,1.59,0.85,5480.88,-2455.34,14.6,False,110217.07,databento
SMA100_RSI_35_75,QQQ,0.0975,0.277,4.52,0.77,6.74,0.114,0.053,50.0,2,2.11,2.26,8601.97,-4081.71,16.5,False,104520.27,databento
SMA100_RSI_40_70,SOXL,0.0974,0.385,32.86,5.06,28.2,0.179,0.08,25.0,4,1.92,8.22,68705.53,-11946.93,7.5,False,132864.75,databento
RSI_Bounce_35_55_ATR2.5,SPY,0.0974,0.059,-0.24,-0.04,30.26,-0.001,0.037,52.2,23,1.0,-0.01,4648.32,-5092.61,11.3,False,99761.15,databento
RSI_Bounce_35_70_ATR2.0,SOXL,0.0968,0.31,-28.56,-5.54,81.28,-0.068,0.302,45.0,20,0.89,-1.43,26252.61,-24075.6,30.8,False,71441.93,databento
RSI_Bounce_35_60_ATR2.5,QQQ,0.0965,0.163,8.18,1.34,28.29,0.047,0.118,45.5,22,1.11,0.37,8463.7,-6371.1,13.9,False,108183.87,databento
RSI_Bounce_35_55_ATR1.5,TQQQ,0.0945,0.081,-39.92,-8.27,73.77,-0.112,0.06,45.2,31,0.76,-1.29,8826.39,-9622.09,11.7,False,59993.93,databento
EMA_5_13_ADX15,SHY,0.0934,-1.86,-15.11,-2.77,15.11,-0.183,-1.575,6.5,46,0.09,-0.33,526.04,-388.16,12.9,False,84887.04,databento
EMA_9_21_ADX15,SOXL,0.0927,0.479,-50.58,-11.37,96.1,-0.118,0.405,35.3,17,0.72,-2.98,22222.63,-16726.37,49.3,False,49345.66,databento
SMA200_RSI_40_75,GLD,0.0922,0.232,7.43,1.25,13.86,0.09,0.136,50.0,6,1.57,1.24,6837.91,-4359.66,48.8,False,107434.77,databento
EMA_12_26_ADX20,UPRO,0.0917,0.101,-23.41,-4.46,79.39,-0.056,0.072,58.3,12,0.79,-1.95,12643.83,-22405.5,61.9,False,76479.3,databento
Bollinger_20_2,SOXL,0.0909,0.46,-56.57,-13.22,95.0,-0.139,0.4,42.9,14,0.64,-4.04,16444.98,-19405.22,62.2,False,43428.12,databento
RSI_BB_MeanRev_35_65,SHY,0.0909,-1.488,-11.35,-2.03,11.65,-0.175,-0.937,27.3,44,0.19,-0.26,220.24,-437.22,8.5,False,88651.92,databento
EMA_5_13_ADX20,TQQQ,0.0908,0.25,-37.84,-7.82,83.3,-0.094,0.218,45.0,20,0.89,-1.89,34445.16,-31629.87,51.8,False,62077.92,databento
RSI_Bounce_35_70_ATR2.0,TQQQ,0.0907,0.118,-38.83,-7.99,80.09,-0.1,0.101,46.2,26,0.76,-1.49,10063.29,-11405.43,19.3,False,61083.44,databento
SMA50_RSI_45_65,TQQQ,0.09,0.304,17.39,2.82,19.06,0.148,0.084,33.3,6,2.14,2.9,16341.59,-3822.05,6.8,False,117394.98,databento
RSI_Bounce_30_60_ATR2.0,SHY,0.0897,-0.392,-2.17,-0.37,3.76,-0.099,-0.186,58.8,17,0.58,-0.13,296.33,-733.31,11.3,False,97830.18,databento
RSI_Bounce_35_55_ATR2.0,TLT,0.0897,-0.731,-33.88,-6.77,46.17,-0.147,-0.702,34.1,41,0.51,-0.83,2492.39,-2550.8,12.4,False,66021.82,databento
RSI_Bounce_30_55_ATR2.0,SHY,0.0892,-0.415,-2.29,-0.39,3.76,-0.104,-0.197,58.8,17,0.55,-0.13,283.88,-733.31,10.9,False,97705.63,databento
RSI_Bounce_35_60_ATR1.5,UPRO,0.088,0.072,-23.58,-4.46,62.68,-0.071,0.046,43.3,30,0.84,-0.79,9667.21,-8779.75,8.6,False,76418.1,databento
RSI_BB_MeanRev_30_70,GLD,0.0879,-0.267,-11.32,-2.03,26.58,-0.076,-0.185,39.5,38,0.79,-0.3,2891.98,-2383.61,6.7,False,88556.64,databento
Bollinger_20_2,UPRO,0.0876,0.168,-8.48,-1.5,65.86,-0.023,0.122,50.0,16,0.92,-0.53,11589.67,-12649.53,48.0,False,91521.17,databento
RSI_Bounce_35_55_ATR2.0,SPY,0.0871,0.027,-2.34,-0.4,27.66,-0.014,0.016,48.0,25,0.96,-0.09,4140.13,-4001.28,9.5,False,97664.92,databento
RSI_MeanRev_25_75,TQQQ,0.087,0.242,15.4,2.46,51.37,0.048,0.122,50.0,6,1.18,2.57,34088.68,-29009.94,21.3,False,115236.21,databento
RSI_Bounce_25_65_ATR2.0,TQQQ,0.087,0.242,15.4,2.46,51.37,0.048,0.122,50.0,6,1.18,2.57,34088.68,-29009.94,21.3,False,115236.21,databento
RSI_Bounce_25_70_ATR2.0,TQQQ,0.087,0.242,15.4,2.46,51.37,0.048,0.122,50.0,6,1.18,2.57,34088.68,-29009.94,21.3,False,115236.21,databento
RSI_BB_MeanRev_30_70,SOXL,0.0869,0.153,-11.3,-2.03,55.05,-0.037,0.085,45.5,22,0.92,-0.51,13898.54,-12524.15,6.5,False,88695.55,databento
EMA_20_50_ADX15,SOXL,0.0867,0.56,-31.98,-6.38,96.86,-0.066,0.401,42.9,7,0.63,-4.57,18334.86,-21769.91,95.4,False,67924.92,databento
RSI_Bounce_35_60_ATR2.0,UPRO,0.086,0.086,-27.01,-5.2,70.27,-0.074,0.061,44.4,27,0.83,-1.0,10704.72,-10364.41,12.8,False,72990.56,databento
Insider_ZScore_2.5,TQQQ,0.0859,-1.01,-33.17,-6.75,33.17,-0.204,-0.593,20.0,40,0.39,-0.83,2619.43,-1691.27,1.0,False,66834.79,databento
Insider_ZScore_2.5,UPRO,0.085,-0.543,-18.75,-3.54,19.6,-0.181,-0.223,36.8,38,0.6,-0.49,1987.53,-1940.57,1.2,False,81251.81,databento
